path	role	source_commit	before_git_blob	before_size_bytes	before_sha256	after_git_blob	after_size_bytes	after_sha256	equivalent	authorized_change	notes
plans/slice-3a-case2-diagnostic/architecture-map.md	immutable_historical	29788a48eee3875485fbea6d17356a88d658ec9e	3755eed1d24be8d9dfa9a1e1f22be57b70b3d842	7912	a39507151904f6de88ae136741e1a2fbc6a93507557f6ac114e56fc5d8f2a754	3755eed1d24be8d9dfa9a1e1f22be57b70b3d842	7912	a39507151904f6de88ae136741e1a2fbc6a93507557f6ac114e56fc5d8f2a754	yes	no	Slice 3B original; must remain byte-for-byte identical
plans/slice-3a-case2-diagnostic/closure-receipt.md	immutable_historical	29788a48eee3875485fbea6d17356a88d658ec9e	cc290c64a10996f337a1cf621f749e03fac0e079	7213	c83090b48fa9ec0412cbec2ba06e4474e1471152b69bd4744ec33c3fe61adca9	cc290c64a10996f337a1cf621f749e03fac0e079	7213	c83090b48fa9ec0412cbec2ba06e4474e1471152b69bd4744ec33c3fe61adca9	yes	no	Slice 3B original; must remain byte-for-byte identical
plans/slice-3a-case2-diagnostic/diagnosis.md	immutable_historical	29788a48eee3875485fbea6d17356a88d658ec9e	f3ee8c7d3849787bf23bac9c4edc8e474bff7253	6242	14a540228b6a5ba6654ad6f914ee27fd78a0e691153900a1c24122cfbf441de3	f3ee8c7d3849787bf23bac9c4edc8e474bff7253	6242	14a540228b6a5ba6654ad6f914ee27fd78a0e691153900a1c24122cfbf441de3	yes	no	Slice 3B original; must remain byte-for-byte identical
plans/slice-3a-case2-diagnostic/inbound-task-prompt.md	immutable_historical	29788a48eee3875485fbea6d17356a88d658ec9e	c81913eb8a986f37391974a59121505e21228bff	8592	4c965b7343b6829ba0edf2097d641c1b16440a265af608dfa0d1e6fe9295d550	c81913eb8a986f37391974a59121505e21228bff	8592	4c965b7343b6829ba0edf2097d641c1b16440a265af608dfa0d1e6fe9295d550	yes	no	Slice 3B original; must remain byte-for-byte identical
plans/slice-3a-case2-diagnostic/next-action-spec.md	immutable_historical	29788a48eee3875485fbea6d17356a88d658ec9e	3832dba42fc43997e15f3fae05fc39bd251c9588	6745	3c2401039f3cd23201b6eef20cc0dad7beafad24dcd86b1f1fd7f59a6d1aa94e	3832dba42fc43997e15f3fae05fc39bd251c9588	6745	3c2401039f3cd23201b6eef20cc0dad7beafad24dcd86b1f1fd7f59a6d1aa94e	yes	no	Slice 3B original; must remain byte-for-byte identical
plans/slice-3a-case2-diagnostic/recovery-report.md	immutable_historical	29788a48eee3875485fbea6d17356a88d658ec9e	18a7b424e6a3281b935ef45d8d164ff4fcf6eab4	7217	f8e583dbe14000a9c9b47d0d9079d617212b211419a89956ecfbdc079cbf32cb	18a7b424e6a3281b935ef45d8d164ff4fcf6eab4	7217	f8e583dbe14000a9c9b47d0d9079d617212b211419a89956ecfbdc079cbf32cb	yes	no	Slice 3B original; must remain byte-for-byte identical
plans/slice-3a-case2-diagnostic/review-receipt.md	immutable_historical	29788a48eee3875485fbea6d17356a88d658ec9e	046d5803111ec8fff1717f7059072fe30f6cf365	7404	f61006f1b36da135f51cca3864f7ac7f7eb3edbfeb9dd89afd3f65c0003095f7	046d5803111ec8fff1717f7059072fe30f6cf365	7404	f61006f1b36da135f51cca3864f7ac7f7eb3edbfeb9dd89afd3f65c0003095f7	yes	no	Slice 3B original; must remain byte-for-byte identical
plans/slice-3a-case2-diagnostic/review-ticket.md	immutable_historical	29788a48eee3875485fbea6d17356a88d658ec9e	6452bc60f05a5a512b2d1c169b1633e984b328ef	3376	44a2eceab2d6a82955ab16a4fea954ac8b1e4f09c22a115fa03bf1e08194b233	6452bc60f05a5a512b2d1c169b1633e984b328ef	3376	44a2eceab2d6a82955ab16a4fea954ac8b1e4f09c22a115fa03bf1e08194b233	yes	no	Slice 3B original; must remain byte-for-byte identical
plans/slice-3a-case2-diagnostic/runskeptic-receipt.md	immutable_historical	29788a48eee3875485fbea6d17356a88d658ec9e	245519ee2d053241a0edcc7d12d02726a0a89182	6530	19e98463057c3ef69a1daad991cc6b0275f76c28036a8f1027306dedf8ad0766	245519ee2d053241a0edcc7d12d02726a0a89182	6530	19e98463057c3ef69a1daad991cc6b0275f76c28036a8f1027306dedf8ad0766	yes	no	Slice 3B original; must remain byte-for-byte identical
plans/dogfood-log.md	authorized_append	29788a48eee3875485fbea6d17356a88d658ec9e	fe3de09d00c42d3af7b9a13b921519c6b1fae72a	1874	395f51fd6cbf86ba254094d37cf11a12de02662b0decd9ff6351dcf78459ebca	1628f9666164d31bfc98ba9cd127690b7fe6743c	3046	1397b52f588e152f2888ffae3dc670aae89820481b167b7a39a54d1a6a4c89d6	no	yes	Entry 002 appended; original 1874 bytes remain exact byte prefix (sha256 verified)
plans/slice-3a-case2-diagnostic/closure-correction.md	correction_artifact	29788a48eee3875485fbea6d17356a88d658ec9e	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	aed53040566f799b85beddb3bd4ace879d3c11b7	5772	fe9485cf493bf1ab0a9944969fb0847c85b5e204a21a558bb0dbcd970fd30165	NOT_APPLICABLE	yes	authorized new file
plans/slice-3a-case2-diagnostic/next-action-spec-v2.md	correction_artifact	29788a48eee3875485fbea6d17356a88d658ec9e	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	0ee618e9d87f3ab44510417445f878967d7e4d25	7596	db5bd24b23a36421938ccc8fb9f481b08351d018743fd2ad66d7be7d0e86269f	NOT_APPLICABLE	yes	authorized new file
plans/slice-3a-case2-diagnostic/correction-progress.md	correction_artifact	29788a48eee3875485fbea6d17356a88d658ec9e	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	04e3e72728abaa3d62bd0f0abac4752445bcff17	2831	145e8c64afcf4f589e709f096ee45bdab5082c3a35a53d4dcfdaeacadbdc6cce	NOT_APPLICABLE	yes	authorized new file
plans/slice-3a-case2-diagnostic/correction-manifest.tsv	correction_artifact	29788a48eee3875485fbea6d17356a88d658ec9e	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	SELF_REFERENCE_NOT_APPLICABLE	SELF_REFERENCE_NOT_APPLICABLE	SELF_REFERENCE_NOT_APPLICABLE	NOT_APPLICABLE	yes	authorized new file; present at this checkpoint; self-referential hash not required by contract
plans/slice-3a-case2-diagnostic/correction-review-ticket.md	correction_artifact	29788a48eee3875485fbea6d17356a88d658ec9e	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	3a11df2187b92fd665863db84f80809c00e4e779	4773	cbda15e1f07b0aa855851c8da8e490700fc957b2457edc426feeea22b754e118	NOT_APPLICABLE	yes	authorized new file
plans/slice-3a-case2-diagnostic/correction-review-receipt.md	correction_artifact	29788a48eee3875485fbea6d17356a88d658ec9e	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	4a41b0b1c7690b302b446588b29c8b027cfe8dff	8912	f97c5ed28eeab9a8541ab55dcee03786f185c790384f8ed273242ad75752c6f6	NOT_APPLICABLE	yes	authorized new file
plans/slice-3a-case2-diagnostic/correction-runskeptic-receipt.md	correction_artifact	29788a48eee3875485fbea6d17356a88d658ec9e	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	b936a930177d1104e959d4a401c0931de29dfbc4	8036	44f95be212a6ba49ebab6aa3732495e6dfb272fde0502938ff3ec68f19131266	NOT_APPLICABLE	yes	authorized new file
plans/slice-3a-case2-diagnostic/correction-repository-record.md	correction_artifact	29788a48eee3875485fbea6d17356a88d658ec9e	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	yes	yes	authorized new file; PENDING at this checkpoint (absent at this commit)
AGENTS.md	protected_contract	29788a48eee3875485fbea6d17356a88d658ec9e	da1622254234bc3dc78e69bb24a6c300daf0bfa4	263	00b22a112a971d586d0a68c427c5fea225f128b54f92fcaba0ae39875b2bf381	da1622254234bc3dc78e69bb24a6c300daf0bfa4	263	00b22a112a971d586d0a68c427c5fea225f128b54f92fcaba0ae39875b2bf381	yes	no	protected runtime contract / visible instruction file; unchanged
skeptic.md	protected_contract	29788a48eee3875485fbea6d17356a88d658ec9e	f651a8338dc541e10128f888b10c4424f19c26af	34097	7c052b21dc4fbeca4c90c18a0b0fc24911618733c8d9bb1a468ce744aafeee8b	f651a8338dc541e10128f888b10c4424f19c26af	34097	7c052b21dc4fbeca4c90c18a0b0fc24911618733c8d9bb1a468ce744aafeee8b	yes	no	protected runtime contract / visible instruction file; unchanged
agents/lead-agent-prompt.md	protected_contract	29788a48eee3875485fbea6d17356a88d658ec9e	59d2b2405125d0f1116dac7889a3f51d39676cef	22267	bb685d90ccd6d28ab3739ee9b8aa51acb0b4ec2eee852186854e4328071e27a2	59d2b2405125d0f1116dac7889a3f51d39676cef	22267	bb685d90ccd6d28ab3739ee9b8aa51acb0b4ec2eee852186854e4328071e27a2	yes	no	protected runtime contract / visible instruction file; unchanged
agents/task-prompt.md	protected_contract	29788a48eee3875485fbea6d17356a88d658ec9e	3d3ca44a15553d65e3480caafbb69a55a990999c	18703	14dea51034dd92555310622c21e1b88c4276e864740cc92f63f78e3bfd773f5f	3d3ca44a15553d65e3480caafbb69a55a990999c	18703	14dea51034dd92555310622c21e1b88c4276e864740cc92f63f78e3bfd773f5f	yes	no	protected runtime contract / visible instruction file; unchanged
agents/	protected_root	29788a48eee3875485fbea6d17356a88d658ec9e	2c2bcc98819cda4721faf8623dcbd721fa8a5b0c	NOT_APPLICABLE	NOT_APPLICABLE	2c2bcc98819cda4721faf8623dcbd721fa8a5b0c	NOT_APPLICABLE	NOT_APPLICABLE	yes	no	git tree identity; NOT_PRESENT means the root does not exist at that state
tests/	protected_root	29788a48eee3875485fbea6d17356a88d658ec9e	44a082d1592fdf5cc51e2d7c0f46b22ce6f56eef	NOT_APPLICABLE	NOT_APPLICABLE	44a082d1592fdf5cc51e2d7c0f46b22ce6f56eef	NOT_APPLICABLE	NOT_APPLICABLE	yes	no	git tree identity; NOT_PRESENT means the root does not exist at that state
harness/	protected_root	29788a48eee3875485fbea6d17356a88d658ec9e	NOT_PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	yes	no	git tree identity; NOT_PRESENT means the root does not exist at that state
analysis/	protected_root	29788a48eee3875485fbea6d17356a88d658ec9e	NOT_PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	NOT_PRESENT	NOT_APPLICABLE	NOT_APPLICABLE	yes	no	git tree identity; NOT_PRESENT means the root does not exist at that state
CLAUDE.md	instruction_file_absent	29788a48eee3875485fbea6d17356a88d658ec9e	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	yes	no	absent before and after
MEMORY.md	instruction_file_absent	29788a48eee3875485fbea6d17356a88d658ec9e	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	yes	no	absent before and after
.claude	instruction_file_absent	29788a48eee3875485fbea6d17356a88d658ec9e	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	NOT_PRESENT	yes	no	absent before and after
